type,global_step,epoch,batch_idx,loss_total,loss_l1,loss_ssim,timestamp
batch,31,1,0,0.08804105222225189,0.064995676279068,0.2304537296295166,2025-10-29T22:59:42.141303
epoch,32,1,-1,0.15078438889980317,,,2025-10-29T22:59:42.149537
batch,32,2,0,0.09146114438772202,0.06419865041971207,0.2726249396800995,2025-10-29T22:59:43.606272
batch,33,2,0,0.09801899641752243,0.06918629258871078,0.28832700848579407,2025-10-29T22:59:43.899537
batch,34,2,0,0.10639049112796783,0.07270999997854233,0.33680495619773865,2025-10-29T22:59:44.194412
batch,35,2,0,0.10630243271589279,0.07391057908535004,0.32391852140426636,2025-10-29T22:59:44.490295
batch,36,2,0,0.10070563107728958,0.06656810641288757,0.3413752317428589,2025-10-29T22:59:44.784040
batch,37,2,0,0.09520897269248962,0.06845270097255707,0.26756274700164795,2025-10-29T22:59:45.077356
batch,38,2,0,0.07586739957332611,0.0582716166973114,0.1759577840566635,2025-10-29T22:59:45.372787
batch,39,2,0,0.10521361231803894,0.07077139616012573,0.3444221615791321,2025-10-29T22:59:45.668455
batch,40,2,0,0.0944841131567955,0.06446243822574615,0.3002167344093323,2025-10-29T22:59:45.961865
batch,41,2,0,0.09649288654327393,0.06677787750959396,0.2971500754356384,2025-10-29T22:59:46.256637
batch,42,2,0,0.08753583580255508,0.06321893632411957,0.24316900968551636,2025-10-29T22:59:46.552093
batch,43,2,0,0.07883844524621964,0.05302206799387932,0.25816377997398376,2025-10-29T22:59:46.846956
batch,44,2,0,0.08497720956802368,0.05937477573752403,0.2560243308544159,2025-10-29T22:59:47.141329
batch,45,2,0,0.08561798930168152,0.058831047266721725,0.26786941289901733,2025-10-29T22:59:47.436120
batch,46,2,0,0.07981212437152863,0.056176573038101196,0.23635554313659668,2025-10-29T22:59:47.730466
batch,47,2,0,0.0796131044626236,0.05663469433784485,0.2297840565443039,2025-10-29T22:59:48.025332
batch,48,2,0,0.08194173127412796,0.05486114323139191,0.27080586552619934,2025-10-29T22:59:48.320036
batch,49,2,0,0.08635488897562027,0.05950049310922623,0.26854395866394043,2025-10-29T22:59:48.614206
batch,50,2,0,0.0828811377286911,0.05811168998479843,0.2476944625377655,2025-10-29T22:59:48.908754
batch,51,2,0,0.07873773574829102,0.05503671616315842,0.2370101511478424,2025-10-29T22:59:49.203243
batch,52,2,0,0.07618598639965057,0.0540294274687767,0.22156557440757751,2025-10-29T22:59:49.498778
batch,53,2,0,0.08462730795145035,0.052597831934690475,0.32029473781585693,2025-10-29T22:59:49.793664
batch,54,2,0,0.07434815913438797,0.052615147083997726,0.21733012795448303,2025-10-29T22:59:50.088759
batch,55,2,0,0.07745324820280075,0.053833674639463425,0.23619574308395386,2025-10-29T22:59:50.384019
batch,56,2,0,0.07036362588405609,0.05145276337862015,0.18910858035087585,2025-10-29T22:59:50.678703
batch,57,2,0,0.06389401108026505,0.046338897198438644,0.17555111646652222,2025-10-29T22:59:50.973318
batch,58,2,0,0.06694494932889938,0.049003325402736664,0.1794162392616272,2025-10-29T22:59:51.268688
batch,59,2,0,0.06929052621126175,0.04912837967276573,0.20162144303321838,2025-10-29T22:59:51.562903
batch,60,2,0,0.07271189242601395,0.049686722457408905,0.2302517145872116,2025-10-29T22:59:51.857827
batch,61,2,0,0.06994372606277466,0.04895462840795517,0.20989099144935608,2025-10-29T22:59:52.152723
batch,62,2,0,0.06906215846538544,0.04967981204390526,0.1938234567642212,2025-10-29T22:59:52.448412
batch,63,2,0,0.0647466629743576,0.04702119529247284,0.17725467681884766,2025-10-29T22:59:52.531470
epoch,64,2,-1,0.08343898046016693,,,2025-10-29T22:59:52.545877
batch,64,3,0,0.06804049015045166,0.0456995964050293,0.22340893745422363,2025-10-29T22:59:54.604423
batch,65,3,0,0.06841420382261276,0.04884917661547661,0.19565027952194214,2025-10-29T22:59:54.905859
batch,66,3,0,0.06820327043533325,0.045781783759593964,0.22421488165855408,2025-10-29T22:59:55.206693
batch,67,3,0,0.06898442655801773,0.04529125243425369,0.23693174123764038,2025-10-29T22:59:55.511481
batch,68,3,0,0.06413354724645615,0.04319494962692261,0.20938599109649658,2025-10-29T22:59:55.815062
batch,69,3,0,0.06100362539291382,0.041517823934555054,0.19485799968242645,2025-10-29T22:59:56.120422
batch,70,3,0,0.061498865485191345,0.04242995008826256,0.19068917632102966,2025-10-29T22:59:56.421880
batch,71,3,0,0.06020636856555939,0.04380755126476288,0.1639881581068039,2025-10-29T22:59:56.724532
batch,72,3,0,0.06633386760950089,0.04715503379702568,0.19178834557533264,2025-10-29T22:59:57.025014
batch,73,3,0,0.06136295199394226,0.043055981397628784,0.18306967616081238,2025-10-29T22:59:57.326265
batch,74,3,0,0.06129131466150284,0.04041063040494919,0.2088068425655365,2025-10-29T22:59:57.628199
batch,75,3,0,0.05955220013856888,0.04006478190422058,0.19487416744232178,2025-10-29T22:59:57.931932
batch,76,3,0,0.06075495481491089,0.04130828380584717,0.1944667100906372,2025-10-29T22:59:58.232612
batch,77,3,0,0.05542813614010811,0.04144226014614105,0.13985875248908997,2025-10-29T22:59:58.533421
batch,78,3,0,0.05694357305765152,0.04287596791982651,0.14067605137825012,2025-10-29T22:59:58.834070
batch,79,3,0,0.060287706553936005,0.04060531035065651,0.19682398438453674,2025-10-29T22:59:59.134893
batch,80,3,0,0.05762563645839691,0.038703374564647675,0.18922261893749237,2025-10-29T22:59:59.436705
batch,81,3,0,0.059478454291820526,0.037622399628162384,0.21856054663658142,2025-10-29T22:59:59.737530
batch,82,3,0,0.05832354724407196,0.044272422790527344,0.14051124453544617,2025-10-29T23:00:00.038346
batch,83,3,0,0.055956024676561356,0.0399022176861763,0.16053806245326996,2025-10-29T23:00:00.343178
batch,84,3,0,0.05278767645359039,0.037034060806035995,0.15753617882728577,2025-10-29T23:00:00.645592
batch,85,3,0,0.05318994075059891,0.0378488264977932,0.1534111350774765,2025-10-29T23:00:00.947431
batch,86,3,0,0.05890509486198425,0.0383145771920681,0.20590518414974213,2025-10-29T23:00:01.248910
batch,87,3,0,0.05747741833329201,0.04337630793452263,0.1410110890865326,2025-10-29T23:00:01.550888
batch,88,3,0,0.056197747588157654,0.04007714241743088,0.16120606660842896,2025-10-29T23:00:01.851918
batch,89,3,0,0.05218857154250145,0.037759870290756226,0.14428701996803284,2025-10-29T23:00:02.156609
batch,90,3,0,0.05566534027457237,0.042662717401981354,0.1300262212753296,2025-10-29T23:00:02.458027
batch,91,3,0,0.05513907968997955,0.03544798120856285,0.19691097736358643,2025-10-29T23:00:02.759274
batch,92,3,0,0.05033738538622856,0.03760213777422905,0.12735246121883392,2025-10-29T23:00:03.061213
batch,93,3,0,0.06621065735816956,0.0434274822473526,0.22783176600933075,2025-10-29T23:00:03.362833
batch,94,3,0,0.045632489025592804,0.03396725654602051,0.11665230989456177,2025-10-29T23:00:03.664740
batch,95,3,0,0.07758709788322449,0.04578031599521637,0.3180677890777588,2025-10-29T23:00:03.750427
epoch,96,3,-1,0.05942244291305542,,,2025-10-29T23:00:03.769438
batch,96,4,0,0.05525275692343712,0.03936590999364853,0.1588684618473053,2025-10-29T23:00:05.505487
batch,97,4,0,0.05723816901445389,0.03772870451211929,0.19509463012218475,2025-10-29T23:00:05.800561
batch,98,4,0,0.055432505905628204,0.03787645325064659,0.17556051909923553,2025-10-29T23:00:06.101885
batch,99,4,0,0.058684900403022766,0.04164738208055496,0.17037515342235565,2025-10-29T23:00:06.400576
batch,100,4,0,0.0483197420835495,0.03529837355017662,0.130213662981987,2025-10-29T23:00:06.695749
batch,101,4,0,0.049412067979574203,0.03693774342536926,0.12474323809146881,2025-10-29T23:00:06.991360
batch,102,4,0,0.046629779040813446,0.03424912691116333,0.12380649894475937,2025-10-29T23:00:07.287403
batch,103,4,0,0.04337982088327408,0.030608084052801132,0.12771734595298767,2025-10-29T23:00:07.582148
batch,104,4,0,0.05809824913740158,0.03771962225437164,0.20378625392913818,2025-10-29T23:00:07.877691
batch,105,4,0,0.03966333717107773,0.027825092896819115,0.11838242411613464,2025-10-29T23:00:08.173424
batch,106,4,0,0.05240380018949509,0.0354023352265358,0.1700146645307541,2025-10-29T23:00:08.469281
batch,107,4,0,0.054932188242673874,0.03485766053199768,0.20074526965618134,2025-10-29T23:00:08.764826
batch,108,4,0,0.05459574609994888,0.035181425511837006,0.1941431760787964,2025-10-29T23:00:09.060339
batch,109,4,0,0.05535468831658363,0.03434388339519501,0.21010804176330566,2025-10-29T23:00:09.360769
batch,110,4,0,0.05186384916305542,0.038284800946712494,0.13579046726226807,2025-10-29T23:00:09.658608
batch,111,4,0,0.05019211769104004,0.0366501621901989,0.1354195475578308,2025-10-29T23:00:09.955680
batch,112,4,0,0.048830851912498474,0.03498271107673645,0.13848140835762024,2025-10-29T23:00:10.251141
batch,113,4,0,0.04445986449718475,0.029850004240870476,0.14609858393669128,2025-10-29T23:00:10.546730
batch,114,4,0,0.040912359952926636,0.02891921065747738,0.11993148177862167,2025-10-29T23:00:10.842071
batch,115,4,0,0.044439397752285004,0.03062744438648224,0.13811954855918884,2025-10-29T23:00:11.138259
batch,116,4,0,0.044413261115550995,0.032170288264751434,0.1224297285079956,2025-10-29T23:00:11.436164
batch,117,4,0,0.063161700963974,0.038763660937547684,0.24398039281368256,2025-10-29T23:00:11.736908
batch,118,4,0,0.04032793268561363,0.028484126552939415,0.11843805015087128,2025-10-29T23:00:12.037617
batch,119,4,0,0.0493728406727314,0.034863509237766266,0.14509330689907074,2025-10-29T23:00:12.339092
batch,120,4,0,0.060579657554626465,0.038973674178123474,0.2160598486661911,2025-10-29T23:00:12.639786
batch,121,4,0,0.047862280160188675,0.03350719064474106,0.14355090260505676,2025-10-29T23:00:12.940791
batch,122,4,0,0.047814078629016876,0.03541945666074753,0.12394621223211288,2025-10-29T23:00:13.241486
batch,123,4,0,0.05302915349602699,0.034483104944229126,0.18546047806739807,2025-10-29T23:00:13.542325
batch,124,4,0,0.05100101977586746,0.03459598124027252,0.1640504002571106,2025-10-29T23:00:13.844864
batch,125,4,0,0.044329218566417694,0.032394178211688995,0.11935039609670639,2025-10-29T23:00:14.146744
batch,126,4,0,0.04143020138144493,0.030231546610593796,0.11198654025793076,2025-10-29T23:00:14.447232
batch,127,4,0,0.03925589844584465,0.028829853981733322,0.10426042973995209,2025-10-29T23:00:14.532965
epoch,128,4,-1,0.050023408383131025,,,2025-10-29T23:00:14.543978
batch,128,5,0,0.04978613555431366,0.03241998329758644,0.1736615002155304,2025-10-29T23:00:16.373092
batch,129,5,0,0.058994002640247345,0.03519661724567413,0.23797385394573212,2025-10-29T23:00:16.667611
batch,130,5,0,0.0555725172162056,0.034228235483169556,0.21344280242919922,2025-10-29T23:00:16.963909
batch,131,5,0,0.05691215395927429,0.036581046879291534,0.20331105589866638,2025-10-29T23:00:17.260076
batch,132,5,0,0.04620778188109398,0.03265171870589256,0.13556063175201416,2025-10-29T23:00:17.556161
batch,133,5,0,0.046108782291412354,0.03413134813308716,0.11977432668209076,2025-10-29T23:00:17.857376
batch,134,5,0,0.04393553361296654,0.033255092799663544,0.10680441558361053,2025-10-29T23:00:18.157302
batch,135,5,0,0.04540371149778366,0.027716344222426414,0.17687368392944336,2025-10-29T23:00:18.458306
batch,136,5,0,0.04347548261284828,0.028399623930454254,0.15075859427452087,2025-10-29T23:00:18.757129
batch,137,5,0,0.051097847521305084,0.03268013894557953,0.18417708575725555,2025-10-29T23:00:19.053601
batch,138,5,0,0.042382996529340744,0.030148928984999657,0.12234067916870117,2025-10-29T23:00:19.350783
batch,139,5,0,0.040705423802137375,0.02909763716161251,0.11607787013053894,2025-10-29T23:00:19.648319
batch,140,5,0,0.04479939118027687,0.03250880911946297,0.12290581315755844,2025-10-29T23:00:19.956202
batch,141,5,0,0.04426272213459015,0.030445292592048645,0.13817429542541504,2025-10-29T23:00:20.256841
batch,142,5,0,0.04454050213098526,0.03195260465145111,0.12587898969650269,2025-10-29T23:00:20.552825
batch,143,5,0,0.044935036450624466,0.030184175819158554,0.14750859141349792,2025-10-29T23:00:20.848243
batch,144,5,0,0.044564537703990936,0.030996203422546387,0.1356833428144455,2025-10-29T23:00:21.143748
batch,145,5,0,0.04830464348196983,0.029973408207297325,0.18331235647201538,2025-10-29T23:00:21.439833
batch,146,5,0,0.040701158344745636,0.027362611144781113,0.13338544964790344,2025-10-29T23:00:21.735399
batch,147,5,0,0.03824121505022049,0.026304595172405243,0.11936619132757187,2025-10-29T23:00:22.030859
batch,148,5,0,0.03986114263534546,0.02602362260222435,0.1383752077817917,2025-10-29T23:00:22.326702
batch,149,5,0,0.043181829154491425,0.02932792156934738,0.13853909075260162,2025-10-29T23:00:22.622832
batch,150,5,0,0.037316761910915375,0.025976678356528282,0.11340084671974182,2025-10-29T23:00:22.918672
batch,151,5,0,0.03996598720550537,0.026956230401992798,0.13009755313396454,2025-10-29T23:00:23.215135
batch,152,5,0,0.043059028685092926,0.02902616560459137,0.14032864570617676,2025-10-29T23:00:23.513228
batch,153,5,0,0.03537872061133385,0.025845108553767204,0.09533612430095673,2025-10-29T23:00:23.808266
batch,154,5,0,0.03785333037376404,0.027967747300863266,0.09885583817958832,2025-10-29T23:00:24.103896
batch,155,5,0,0.04302864149212837,0.0278252474963665,0.15203392505645752,2025-10-29T23:00:24.399994
batch,156,5,0,0.04413280636072159,0.029473260045051575,0.14659546315670013,2025-10-29T23:00:24.701020
batch,157,5,0,0.03778325766324997,0.02643459662795067,0.11348661035299301,2025-10-29T23:00:24.999788
batch,158,5,0,0.03547920659184456,0.02596069499850273,0.09518510103225708,2025-10-29T23:00:25.295930
batch,159,5,0,0.04067429527640343,0.02871714159846306,0.11957152187824249,2025-10-29T23:00:25.382076
epoch,160,5,-1,0.04410050758719444,,,2025-10-29T23:00:25.400261
batch,160,6,0,0.04185360670089722,0.029460761696100235,0.12392845004796982,2025-10-29T23:00:27.121358
batch,161,6,0,0.038152970373630524,0.026601605117321014,0.11551366746425629,2025-10-29T23:00:27.429708
batch,162,6,0,0.036839865148067474,0.026723843067884445,0.10116022825241089,2025-10-29T23:00:27.730269
batch,163,6,0,0.033063504844903946,0.022745415568351746,0.1031808853149414,2025-10-29T23:00:28.030302
batch,164,6,0,0.03467903658747673,0.023721447214484215,0.10957589745521545,2025-10-29T23:00:28.332166
batch,165,6,0,0.044762518256902695,0.028321174904704094,0.1644134223461151,2025-10-29T23:00:28.634251
batch,166,6,0,0.030578788369894028,0.02104734629392624,0.0953144058585167,2025-10-29T23:00:28.934839
batch,167,6,0,0.04026515781879425,0.026321787387132645,0.13943368196487427,2025-10-29T23:00:29.234759
batch,168,6,0,0.03527141362428665,0.02558930590748787,0.09682109206914902,2025-10-29T23:00:29.536515
batch,169,6,0,0.039548005908727646,0.026399578899145126,0.1314842700958252,2025-10-29T23:00:29.838384
batch,170,6,0,0.03780724108219147,0.024471085518598557,0.1333615630865097,2025-10-29T23:00:30.140028
batch,171,6,0,0.03178054466843605,0.022603053599596024,0.09177490323781967,2025-10-29T23:00:30.440969
batch,172,6,0,0.03907429426908493,0.027040082961320877,0.12034210562705994,2025-10-29T23:00:30.741961
batch,173,6,0,0.05132842808961868,0.032444730401039124,0.1888369768857956,2025-10-29T23:00:31.044020
batch,174,6,0,0.043078117072582245,0.028295589610934258,0.14782528579235077,2025-10-29T23:00:31.345397
batch,175,6,0,0.038194477558135986,0.028292877599596977,0.0990159809589386,2025-10-29T23:00:31.646240
batch,176,6,0,0.05722935497760773,0.032043442130088806,0.2518591284751892,2025-10-29T23:00:31.947023
batch,177,6,0,0.03830697759985924,0.026100387796759605,0.12206590175628662,2025-10-29T23:00:32.249068
batch,178,6,0,0.05657824128866196,0.02865980565547943,0.27918434143066406,2025-10-29T23:00:32.552789
batch,179,6,0,0.03381471335887909,0.02366524003446102,0.10149474442005157,2025-10-29T23:00:32.855235
batch,180,6,0,0.03890763595700264,0.028631996363401413,0.10275640338659286,2025-10-29T23:00:33.163498
batch,181,6,0,0.038495514541864395,0.026059046387672424,0.12436467409133911,2025-10-29T23:00:33.463857
batch,182,6,0,0.033299632370471954,0.023520365357398987,0.09779267758131027,2025-10-29T23:00:33.771296
batch,183,6,0,0.05377335846424103,0.03252889961004257,0.21244458854198456,2025-10-29T23:00:34.073379
batch,184,6,0,0.04089540243148804,0.02638859674334526,0.14506804943084717,2025-10-29T23:00:34.374546
batch,185,6,0,0.04673853889107704,0.030244246125221252,0.1649429202079773,2025-10-29T23:00:34.676069
batch,186,6,0,0.03951280936598778,0.028224166482686996,0.11288642883300781,2025-10-29T23:00:34.978400
batch,187,6,0,0.040273457765579224,0.028782997280359268,0.11490458250045776,2025-10-29T23:00:35.279992
batch,188,6,0,0.04624543339014053,0.03515462204813957,0.11090809106826782,2025-10-29T23:00:35.581224
batch,189,6,0,0.04033077508211136,0.02892458066344261,0.11406192183494568,2025-10-29T23:00:35.882474
batch,190,6,0,0.04512442275881767,0.028301840648055077,0.16822582483291626,2025-10-29T23:00:36.183249
batch,191,6,0,0.05186475068330765,0.03683217614889145,0.15032576024532318,2025-10-29T23:00:36.269368
epoch,192,6,-1,0.04092065364122391,,,2025-10-29T23:00:36.281832
batch,192,7,0,0.046770621091127396,0.033566299825906754,0.13204321265220642,2025-10-29T23:00:37.933220
batch,193,7,0,0.038239456713199615,0.02474987506866455,0.13489583134651184,2025-10-29T23:00:38.235863
batch,194,7,0,0.03453522175550461,0.025228029116988182,0.09307192265987396,2025-10-29T23:00:38.537272
batch,195,7,0,0.03336528688669205,0.02445369027554989,0.08911597728729248,2025-10-29T23:00:38.837681
batch,196,7,0,0.03200428932905197,0.023150432854890823,0.08853857219219208,2025-10-29T23:00:39.140242
batch,197,7,0,0.0433800108730793,0.02885177731513977,0.1452823281288147,2025-10-29T23:00:39.441929
batch,198,7,0,0.03441750258207321,0.023799268528819084,0.10618232190608978,2025-10-29T23:00:39.747714
batch,199,7,0,0.03648047149181366,0.026301797479391098,0.10178673267364502,2025-10-29T23:00:40.048486
batch,200,7,0,0.031184259802103043,0.0230135228484869,0.08170736581087112,2025-10-29T23:00:40.349657
batch,201,7,0,0.04163406789302826,0.024927115067839622,0.16706953942775726,2025-10-29T23:00:40.651763
batch,202,7,0,0.03731248527765274,0.024663209915161133,0.12649276852607727,2025-10-29T23:00:40.954260
batch,203,7,0,0.0415240153670311,0.023991331458091736,0.17532680928707123,2025-10-29T23:00:41.252402
batch,204,7,0,0.033243484795093536,0.021994775161147118,0.1124870777130127,2025-10-29T23:00:41.548582
batch,205,7,0,0.032002322375774384,0.022523989900946617,0.09478332102298737,2025-10-29T23:00:41.844024
batch,206,7,0,0.04230211675167084,0.026370491832494736,0.1593162715435028,2025-10-29T23:00:42.139022
batch,207,7,0,0.029162317514419556,0.02037345990538597,0.08788858354091644,2025-10-29T23:00:42.435288
batch,208,7,0,0.026129284873604774,0.018600214272737503,0.07529070973396301,2025-10-29T23:00:42.731620
batch,209,7,0,0.035926125943660736,0.02332887053489685,0.12597256898880005,2025-10-29T23:00:43.027142
batch,210,7,0,0.05522475391626358,0.03177008777856827,0.23454663157463074,2025-10-29T23:00:43.322964
batch,211,7,0,0.033818647265434265,0.023397143930196762,0.10421504825353622,2025-10-29T23:00:43.618700
batch,212,7,0,0.034560106694698334,0.023498937487602234,0.1106116771697998,2025-10-29T23:00:43.913771
batch,213,7,0,0.04493504762649536,0.024157747626304626,0.20777301490306854,2025-10-29T23:00:44.208751
batch,214,7,0,0.03483811020851135,0.025969278067350388,0.08868833631277084,2025-10-29T23:00:44.503728
batch,215,7,0,0.032591696828603745,0.02423631213605404,0.08355385065078735,2025-10-29T23:00:44.798597
batch,216,7,0,0.03941190987825394,0.02293703518807888,0.16474872827529907,2025-10-29T23:00:45.093115
batch,217,7,0,0.04361948370933533,0.02443014644086361,0.19189338386058807,2025-10-29T23:00:45.388188
batch,218,7,0,0.03242068737745285,0.022496303543448448,0.09924384206533432,2025-10-29T23:00:45.686687
batch,219,7,0,0.03286266326904297,0.0232638381421566,0.09598825871944427,2025-10-29T23:00:45.982673
batch,220,7,0,0.026880307123064995,0.01897834986448288,0.07901956886053085,2025-10-29T23:00:46.277289
batch,221,7,0,0.04803481698036194,0.02631330117583275,0.2172151803970337,2025-10-29T23:00:46.572977
batch,222,7,0,0.04404731094837189,0.026495937258005142,0.17551374435424805,2025-10-29T23:00:46.869159
batch,223,7,0,0.049915995448827744,0.028419744223356247,0.21496251225471497,2025-10-29T23:00:46.952934
epoch,224,7,-1,0.037290812224149705,,,2025-10-29T23:00:46.969947
